1801.00929v1,Discovery of highly spin-polarized conducting surface states in the strong spin-orbit coupling semiconductor Sb$_2$Se$_3$,http://arxiv.org/abs/1801.00929v1,"Majority of the A$_2$B$_3$ type chalcogenide systems with strong spin-orbitcoupling, like Bi$_2$Se$_3$, Bi$_2$Te$_3$ and Sb$_2$Te$_3$ etc., aretopological insulators. One important exception is Sb$_2$Se$_3$, where atopological non-trivial phase was argued to be possible under ambientconditions, but such a phase could be detected to exist only under pressure. Inthis Letter, we show that like Bi$_2$Se$_3$, Sb$_2$Se$_3$, displays generationof highly spin-polarized current under mesoscopic superconducting pointcontacts as measured by point contact Andreev reflection spectroscopy. Inaddition, we observe a large negative and anisotropic magnetoresistance inSb$_2$Se$_3$, when the field is rotated in the basal plane. However, unlike inBi$_2$Se$_3$, in case of Sb$_2$Se$_3$ a prominent quasiparticle interference(QPI) pattern around the defects could be obtained in STM conductance imaging.Thus, our experiments indicate that Sb$_2$Se$_3$ is a regular band insulatorunder ambient conditions, but due to it's high spin-orbit coupling, non-trivialspin-texture exists on the surface and the system could be on the verge of atopological insulator phase.",Shekhar Das,2018/1/3,2018/1/3
2310.04915v1,On Accelerating Diffusion-based Molecular Conformation Generation in SE(3)-invariant Space,http://arxiv.org/abs/2310.04915v1,"Diffusion-based generative models in SE(3)-invariant space have demonstratedpromising performance in molecular conformation generation, but typicallyrequire solving stochastic differential equations (SDEs) with thousands ofupdate steps. Till now, it remains unclear how to effectively accelerate thisprocedure explicitly in SE(3)-invariant space, which greatly hinders its wideapplication in the real world. In this paper, we systematically study thediffusion mechanism in SE(3)-invariant space via the lens of approximate errorsinduced by existing methods. Thereby, we develop more precise approximate inSE(3) in the context of projected differential equations. Theoretical analysisis further provided as well as empirical proof relating hyper-parameters withsuch errors. Altogether, we propose a novel acceleration scheme for generatingmolecular conformations in SE(3)-invariant space. Experimentally, our schemecan generate high-quality conformations with 50x--100x speedup compared toexisting methods.",Zihan Zhou,2023/10/7,2023/10/7
2309.01212v1,NADiffuSE: Noise-aware Diffusion-based Model for Speech Enhancement,http://arxiv.org/abs/2309.01212v1,"The goal of speech enhancement (SE) is to eliminate the backgroundinterference from the noisy speech signal. Generative models such as diffusionmodels (DM) have been applied to the task of SE because of bettergeneralization in unseen noisy scenes. Technical routes for the DM-based SEmethods can be summarized into three types: task-adapted diffusion processformulation, generator-plus-conditioner (GPC) structures and the multi-stageframeworks. We focus on the first two approaches, which are constructed underthe GPC architecture and use the task-adapted diffusion process to better dealwith the real noise. However, the performance of these SE models is limited bythe following issues: (a) Non-Gaussian noise estimation in the task-adapteddiffusion process. (b) Conditional domain bias caused by the weak conditionerdesign in the GPC structure. (c) Large amount of residual noise caused byunreasonable interpolation operations during inference. To solve the aboveproblems, we propose a noise-aware diffusion-based SE model (NADiffuSE) toboost the SE performance, where the noise representation is extracted from thenoisy speech signal and introduced as a global conditional information forestimating the non-Gaussian components. Furthermore, the anchor-based inferencealgorithm is employed to achieve a compromise between the speech distortion andnoise residual. In order to mitigate the performance degradation caused by theconditional domain bias in the GPC framework, we investigate three modelvariants, all of which can be viewed as multi-stage SE based on thepreprocessing networks for Mel spectrograms. Experimental results show thatNADiffuSE outperforms other DM-based SE models under the GPC infrastructure.Audio samples are available at: https://square-of-w.github.io/NADiffuSE-demo/.",Wen Wang,2023/9/3,2023/9/3
1105.5054v1,Special features of the relation between Fisher Information and Schrödinger eigenvalue equation,http://arxiv.org/abs/1105.5054v1,"It is well known that a suggestive relation exists that links Schr\""odinger'sequation (SE) to the information-optimizing principle based on Fisher'sinformation measure (FIM). The connection entails the existence of a Legendretransform structure underlying the SE. Here we show that appeal to thisstructure leads to a first order differential equation for the SE's eigenvaluesthat, in certain cases, can be used to obtain the eigenvalues withoutexplicitly solving SE. Complying with the above mentioned equation constitutesa necessary condition to be satisfied by an energy eigenvalue.  We show that the general solution is unique.",S. P. Flego,2011/5/25,2011/5/25
2209.03764v1,Deep Multi-Scale Representation Learning with Attention for Automatic Modulation Classification,http://arxiv.org/abs/2209.03764v1,"Currently, deep learning methods with stacking small size convolutionalfilters are widely used for automatic modulation classification (AMC). In thisreport, we find some experienced improvements by using large kernel size forconvolutional deep convolution neural network based AMC, which is moreefficient in extracting multi-scale features of the raw signal I/Q sequencedata. Also, Squeeze-and-Excitation (SE) mechanisms can significantly help AMCnetworks to focus on the more important features of the signal. As a result, wepropose a multi-scale feature network with large kernel size and SE mechanism(SE-MSFN) in this paper. SE-MSFN achieves state-of-the-art classificationperformance on the public well-known RADIOML 2018.01A dataset, with averageclassification accuracy of 64.50%, surpassing CLDNN by 1.42%, maximumclassification accuracy of 98.5%, and an average classification accuracy of85.53% in the lower SNR range 0dB to 10dB, surpassing CLDNN by 2.85%. Inaddition, we also verified that ensemble learning can help further improveclassification performance. We hope this report can provide some references fordevelopers and researchers in practical scenes.",Xiaowei Wu,2022/8/31,2022/8/31
2209.10491v1,Unifying Classification Schemes for Software Engineering Meta-Research,http://arxiv.org/abs/2209.10491v1,"Background: Classifications in meta-research enable researchers to cope withan increasing body of scientific knowledge. They provide a framework for, e.g.,distinguishing methods, reports, reproducibility, and evaluation in a knowledgefield as well as a common terminology. Both eases sharing, understanding andevolution of knowledge. In software engineering (SE), there are severalclassifications that describe the nature of SE research. Regarding theconsolidation of the large body of classified knowledge in SE research, agenerally applicable classification scheme is crucial. Moreover, thecommonalities and differences among different classification schemes haverarely been studied. Due to the fact that classifications are documentedtextual, it is hard to catalog, reuse, and compare them. To the best of ourknowledge, there is no research work so far that addresses documentation andsystematic investigation of classifications in SE meta-research. Objective: Weaim to construct a unified, generally applicable classification scheme for SEmeta-research by collecting and documenting existing classification schemes andunifying their classes and categories. Method: Our execution plan is dividedinto three phases: construction, validation, and evaluation phase. For theconstruction phase, we perform a literature review to identify, collect, andanalyze a set of established SE research classifications. In the validationphase, we analyze individual categories and classes of included papers. We usequantitative metrics from literature to conduct and assess the unificationprocess to build a generally applicable classification scheme for SE research.Lastly, we investigate the applicability of the unified scheme. Therefore, weperform a workshop session followed by user studies w.r.t. investigations aboutreliability, correctness, and ease of use.",Angelika Kaplan,2022/9/21,2022/9/21
2312.10297v2,Shedding Light on Software Engineering-specific Metaphors and Idioms,http://arxiv.org/abs/2312.10297v2,"Use of figurative language, such as metaphors and idioms, is common in ourdaily-life communications, and it can also be found in Software Engineering(SE) channels, such as comments on GitHub. Automatically interpretingfigurative language is a challenging task, even with modern Large LanguageModels (LLMs), as it often involves subtle nuances. This is particularly truein the SE domain, where figurative language is frequently used to conveytechnical concepts, often bearing developer affect (e.g., `spaghetti code').Surprisingly, there is a lack of studies on how figurative language in SEcommunications impacts the performance of automatic tools that focus onunderstanding developer communications, e.g., bug prioritization, incivilitydetection. Furthermore, it is an open question to what extent state-of-the-artLLMs interpret figurative expressions in domain-specific communication such assoftware engineering. To address this gap, we study the prevalence and impactof figurative language in SE communication channels. This study contributes tounderstanding the role of figurative language in SE, the potential of LLMs ininterpreting them, and its impact on automated SE communication analysis. Ourresults demonstrate the effectiveness of fine-tuning LLMs with figurativelanguage in SE and its potential impact on automated tasks that involve affect.We found that, among three state-of-the-art LLMs, the best improved fine-tunedversions have an average improvement of 6.66% on a GitHub emotionclassification dataset, 7.07% on a GitHub incivility classification dataset,and 3.71% on a Bugzilla bug report prioritization dataset.",Mia Mohammad Imran,2023/12/16,2023/12/23
2311.16595v1,D4AM: A General Denoising Framework for Downstream Acoustic Models,http://arxiv.org/abs/2311.16595v1,"The performance of acoustic models degrades notably in noisy environments.Speech enhancement (SE) can be used as a front-end strategy to aid automaticspeech recognition (ASR) systems. However, existing training objectives of SEmethods are not fully effective at integrating speech-text and noisy-cleanpaired data for training toward unseen ASR systems. In this study, we propose ageneral denoising framework, D4AM, for various downstream acoustic models. Ourframework fine-tunes the SE model with the backward gradient according to aspecific acoustic model and the corresponding classification objective. Inaddition, our method aims to consider the regression objective as an auxiliaryloss to make the SE model generalize to other unseen acoustic models. Tojointly train an SE unit with regression and classification objectives, D4AMuses an adjustment scheme to directly estimate suitable weighting coefficientsrather than undergoing a grid search process with additional training costs.The adjustment scheme consists of two parts: gradient calibration andregression objective weighting. The experimental results show that D4AM canconsistently and effectively provide improvements to various unseen acousticmodels and outperforms other combination setups. Specifically, when evaluatedon the Google ASR API with real noisy data completely unseen during SEtraining, D4AM achieves a relative WER reduction of 24.65% compared with thedirect feeding of noisy input. To our knowledge, this is the first work thatdeploys an effective combination scheme of regression (denoising) andclassification (ASR) objectives to derive a general pre-processor applicable tovarious unseen ASR systems. Our code is available athttps://github.com/ChangLee0903/D4AM.",Chi-Chang Lee,2023/11/28,2023/11/28
2212.10372v1,Se-ResNet+SVM model: an effective method of searching for hot subdwarfs from LAMOST,http://arxiv.org/abs/2212.10372v1,"In this paper, we apply the feature-integration idea to fuse the abstractfeatures extracted by Se-ResNet with experience features into hybrid featuresand input the hybrid features to the Support Vector Machine (SVM) to classifyHot subdwarfs. Based on this idea, we construct a Se-ResNet+SVM model,including a binary classification model and a four-class classification model.The four-class classification model can further screen the hot subdwarfcandidates obtained by the binary classification model. The F1 values derivedby the binary and the four-class classification model on the test set are96.17% and 95.64%, respectively. Then, we use the binary classification modelto classify 333,534 nonFGK type spectra in the low-resolution spectra of LAMOSTDR8 and obtain a catalog of 3,266 hot subdwarf candidates, of which 1223 arenewly-determined. Subsequently, the four-class classification model furtherfiltered the 3,266 candidates, 409 and 296 are newly-determined respectivelywhen the thresholds were set at 0.5 and 0.9. Through manual inspection, Thetrue number of hot subdwarfs in the three newly-determined canditates are 176,63, and 41, the corresponding precision of the classification model in thethree cases are 67.94%, 84.88%, and 87.60%, respectively. Finally, we train aSe-ResNet regression model with MAE values of 1212.65 K for Teff, 0.32 dex forlog g and 0.24 for [He/H], and predict the atmospheric parameters of these 176hot subdwarf stars. This provides a certain amount of samples to help forfuture studies of hot subdwarfs.",Cheng Zhongding,2022/12/20,2022/12/20
2110.05598v1,GCN-SE: Attention as Explainability for Node Classification in Dynamic Graphs,http://arxiv.org/abs/2110.05598v1,"Graph Convolutional Networks (GCNs) are a popular method from graphrepresentation learning that have proved effective for tasks like nodeclassification tasks. Although typical GCN models focus on classifying nodeswithin a static graph, several recent variants propose node classification indynamic graphs whose topologies and node attributes change over time, e.g.,social networks with dynamic relationships, or literature citation networkswith changing co-authorships. These works, however, do not fully address thechallenge of flexibly assigning different importance to snapshots of the graphat different times, which depending on the graph dynamics may have more or lesspredictive power on the labels. We address this challenge by proposing a newmethod, GCN-SE, that attaches a set of learnable attention weights to graphsnapshots at different times, inspired by Squeeze and Excitation Net (SE-Net).We show that GCN-SE outperforms previously proposed node classification methodson a variety of graph datasets. To verify the effectiveness of the attentionweight in determining the importance of different graph snapshots, we adaptperturbation-based methods from the field of explainable machine learning tographical settings and evaluate the correlation between the attention weightslearned by GCN-SE and the importance of different snapshots over time. Theseexperiments demonstrate that GCN-SE can in fact identify different snapshots'predictive power for dynamic node classification.",Yucai Fan,2021/10/11,2021/10/11
2306.07557v2,Ethical Aspects of ChatGPT in Software Engineering Research,http://arxiv.org/abs/2306.07557v2,"ChatGPT can improve Software Engineering (SE) research practices by offeringefficient, accessible information analysis and synthesis based on naturallanguage interactions. However, ChatGPT could bring ethical challenges,encompassing plagiarism, privacy, data security, and the risk of generatingbiased or potentially detrimental data. This research aims to fill the givengap by elaborating on the key elements: motivators, demotivators, and ethicalprinciples of using ChatGPT in SE research. To achieve this objective, weconducted a literature survey, identified the mentioned elements, and presentedtheir relationships by developing a taxonomy. Further, the identifiedliterature-based elements (motivators, demotivators, and ethical principles)were empirically evaluated by conducting a comprehensive questionnaire-basedsurvey involving SE researchers. Additionally, we employed InterpretiveStructure Modeling (ISM) approach to analyze the relationships between theethical principles of using ChatGPT in SE research and develop a level baseddecision model. We further conducted a Cross-Impact Matrix MultiplicationApplied to Classification (MICMAC) analysis to create a cluster-based decisionmodel. These models aim to help SE researchers devise effective strategies forethically integrating ChatGPT into SE research by following the identifiedprinciples through adopting the motivators and addressing the demotivators. Thefindings of this study will establish a benchmark for incorporating ChatGPTservices in SE research with an emphasis on ethical considerations.",Muhammad Azeem Akbar,2023/6/13,2023/8/13
2306.14407v1,Homomorphic Encryption: An Analysis of its Applications in Searchable Encryption,http://arxiv.org/abs/2306.14407v1,"The widespread adoption of cloud infrastructures has revolutionised datastorage and access. However, it has also raised concerns regarding the privacyof sensitive data stored in the cloud. To address these concerns, encryptiontechniques have been widely used. However, traditional encryption schemes limitthe efficient search and retrieval of encrypted data. To tackle this challenge,innovative approaches have emerged, such as the utilisation of HomomorphicEncryption (HE) in Searchable Encryption (SE) schemes. This paper provides acomprehensive analysis of the advancements in HE-based privacy-preservingtechniques, focusing on their application in SE. The main contributions of thiswork include the identification and classification of existing SE schemes thatutilize HE, a comprehensive analysis of the types of HE used in SE, anexamination of how HE shapes the search process structure and enablesadditional functionalities, and the identification of promising directions forfuture research in HE-based SE. The findings reveal the increasing usage of HEin SE schemes, particularly Partially Homomorphic Encryption. The analysis alsohighlights the prevalence of index-based SE schemes using HE, the support forranked search and multi-keyword queries, and the need for further explorationin functionalities such as verifiability and the ability to authorise andrevoke users. Future research directions include exploring the usage of otherencryption schemes alongside HE, addressing omissions in functionalities likefuzzy keyword search, and leveraging recent advancements in Fully HomomorphicEncryption schemes.",Ivone Amorim,2023/6/26,2023/6/26
1806.05298v1,Apuntes de Redes Neuronales Artificiales,http://arxiv.org/abs/1806.05298v1,"These handouts are designed for people who is just starting involved with thetopic artificial neural networks. We show how it works a single artificialneuron (McCulloch & Pitt model), mathematically and graphically. We do explainthe delta rule, a learning algorithm to find the neuron weights. We alsopresent some examples in MATLAB/Octave. There are examples for classificationtask for lineal and non-lineal problems. At the end, we present an artificialneural network, a feed-forward neural network along its learning algorithmbackpropagation.  -----  Estos apuntes est\'an dise\~nados para personas que por primera vez seintroducen en el tema de las redes neuronales artificiales. Se muestra elfuncionamiento b\'asico de una neurona, matem\'aticamente y gr\'aficamente. Seexplica la Regla Delta, algoritmo deaprendizaje para encontrar los pesos de unaneurona. Tambi\'en se muestran ejemplos en MATLAB/Octave. Hay ejemplos paraproblemas de clasificaci\'on, para problemas lineales y no-lineales. En laparte final se muestra la arquitectura de red neuronal artificial conocida comobackpropagation.",J. C. Cuevas-Tello,2018/6/13,2018/6/13
2305.13547v3,Self-Evolution Learning for Mixup: Enhance Data Augmentation on Few-Shot Text Classification Tasks,http://arxiv.org/abs/2305.13547v3,"Text classification tasks often encounter few shot scenarios with limitedlabeled data, and addressing data scarcity is crucial. Data augmentation withmixup has shown to be effective on various text classification tasks. However,most of the mixup methods do not consider the varying degree of learningdifficulty in different stages of training and generate new samples with onehot labels, resulting in the model over confidence. In this paper, we propose aself evolution learning (SE) based mixup approach for data augmentation in textclassification, which can generate more adaptive and model friendly pesudosamples for the model training. SE focuses on the variation of the model'slearning ability. To alleviate the model confidence, we introduce a novelinstance specific label smoothing approach, which linearly interpolates themodel's output and one hot labels of the original samples to generate new softfor label mixing up. Through experimental analysis, in addition to improvingclassification accuracy, we demonstrate that SE also enhances the model'sgeneralize ability.",Haoqi Zheng,2023/5/22,2023/11/27
2208.05573v1,Data Augmentation for Improving Emotion Recognition in Software Engineering Communication,http://arxiv.org/abs/2208.05573v1,"Emotions (e.g., Joy, Anger) are prevalent in daily software engineering (SE)activities, and are known to be significant indicators of work productivity(e.g., bug fixing efficiency). Recent studies have shown that directly applyinggeneral purpose emotion classification tools to SE corpora is not effective.Even within the SE domain, tool performance degrades significantly when trainedon one communication channel and evaluated on another (e.g, StackOverflow vs.GitHub comments). Retraining a tool with channel-specific data takessignificant effort since manually annotating large datasets of ground truthdata is expensive.  In this paper, we address this data scarcity problem by automaticallycreating new training data using a data augmentation technique. Based on ananalysis of the types of errors made by popular SE-specific emotion recognitiontools, we specifically target our data augmentation strategy in order toimprove the performance of emotion recognition. Our results show an averageimprovement of 9.3% in micro F1-Score for three existing emotion classificationtools (ESEM-E, EMTk, SEntiMoji) when trained with our best augmentationstrategy.",Mia Mohammad Imran,2022/8/10,2022/8/10
2311.00408v1,AdaSent: Efficient Domain-Adapted Sentence Embeddings for Few-Shot Classification,http://arxiv.org/abs/2311.00408v1,"Recent work has found that few-shot sentence classification based onpre-trained Sentence Encoders (SEs) is efficient, robust, and effective. Inthis work, we investigate strategies for domain-specialization in the contextof few-shot sentence classification with SEs. We first establish thatunsupervised Domain-Adaptive Pre-Training (DAPT) of a base Pre-trained LanguageModel (PLM) (i.e., not an SE) substantially improves the accuracy of few-shotsentence classification by up to 8.4 points. However, applying DAPT on SEs, onthe one hand, disrupts the effects of their (general-domain) Sentence EmbeddingPre-Training (SEPT). On the other hand, applying general-domain SEPT on top ofa domain-adapted base PLM (i.e., after DAPT) is effective but inefficient,since the computationally expensive SEPT needs to be executed on top of aDAPT-ed PLM of each domain. As a solution, we propose AdaSent, which decouplesSEPT from DAPT by training a SEPT adapter on the base PLM. The adapter can beinserted into DAPT-ed PLMs from any domain. We demonstrate AdaSent'seffectiveness in extensive experiments on 17 different few-shot sentenceclassification datasets. AdaSent matches or surpasses the performance of fullSEPT on DAPT-ed PLM, while substantially reducing the training costs. The codefor AdaSent is available.",Yongxin Huang,2023/11/1,2023/11/1
2305.06701v2,Extending Audio Masked Autoencoders Toward Audio Restoration,http://arxiv.org/abs/2305.06701v2,"Audio classification and restoration are among major downstream tasks inaudio signal processing. However, restoration derives less of a benefit frompretrained models compared to the overwhelming success of pretrained models inclassification tasks. Due to such unbalanced benefits, there has been risinginterest in how to improve the performance of pretrained models for restorationtasks, e.g., speech enhancement (SE). Previous works have shown that thefeatures extracted by pretrained audio encoders are effective for SE tasks, butthese speech-specialized encoder-only models usually require extra decoders tobecome compatible with SE, and involve complicated pretraining procedures orcomplex data augmentation. Therefore, in pursuit of a universal audio model,the audio masked autoencoder (MAE) whose backbone is the autoencoder of VisionTransformers (ViT-AE), is extended from audio classification to SE, arepresentative restoration task with well-established evaluation standards.ViT-AE learns to restore masked audio signal via a mel-to-mel mapping duringpretraining, which is similar to restoration tasks like SE. We proposevariations of ViT-AE for a better SE performance, where the mel-to-melvariations yield high scores in non-intrusive metrics and the STFT-orientedvariation is effective at intrusive metrics such as PESQ. Different variationscan be used in accordance with the scenarios. Comprehensive evaluations revealthat MAE pretraining is beneficial to SE tasks and help the ViT-AE to bettergeneralize to out-of-domain distortions. We further found that large-scalenoisy data of general audio sources, rather than clean speech, is sufficientlyeffective for pretraining.",Zhi Zhong,2023/5/11,2023/8/17
1701.06028v4,Identifying time scales for violation/preservation of Stokes-Einstein relation in supercooled water,http://arxiv.org/abs/1701.06028v4,"The violation of Stokes--Einstein (SE) relation $D\sim (\eta/T)^{-1}$ betweenthe shear viscosity $\eta$ and the translational diffusion constant $D$ attemperature $T$ is of great importance for characterizing anomalous dynamics ofsupercooled water. Determining which time scales play key roles in the SEviolation remains elusive without the measurement of $\eta$. Here we providecomprehensive simulation results of the dynamic properties involving $\eta$ and$D$ in TIP4P/2005 supercooled water. This enabled the thorough identificationof the appropriate time scales for SE relation $D\eta/T$. In particular, it isdemonstrated that the temperature dependence of various time scales associatedwith structural relaxation, hydrogen bond breakage, stress relaxation, anddynamic heterogeneities can be definitely classified into only two classes.That is, we propose the generalized SE relations that exhibit ""violation"" or""preservation"". The classification depends on the examined time scales that arecoupled or decoupled with the diffusion. On the basis of the classification, weexplain the physical origins of the violation in terms of the increase in theplateau modulus and the nonexponentiality of stress relaxation. This impliesthat the mechanism of SE violation is attributed to the attained solidity uponsupercooling, which is in accord with the growth of non-Gaussianity andspatially heterogeneous dynamics.",Takeshi Kawasaki,2017/1/21,2017/8/1
2008.09264v5,CITISEN: A Deep Learning-Based Speech Signal-Processing Mobile Application,http://arxiv.org/abs/2008.09264v5,"This study presents a deep learning-based speech signal-processing mobileapplication known as CITISEN. The CITISEN provides three functions: speechenhancement (SE), model adaptation (MA), and background noise conversion (BNC),allowing CITISEN to be used as a platform for utilizing and evaluating SEmodels and flexibly extend the models to address various noise environments andusers. For SE, a pretrained SE model downloaded from the cloud server is usedto effectively reduce noise components from instant or saved recordingsprovided by users. For encountering unseen noise or speaker environments, theMA function is applied to promote CITISEN. A few audio samples recording on anoisy environment are uploaded and used to adapt the pretrained SE model on theserver. Finally, for BNC, CITISEN first removes the background noises throughan SE model and then mixes the processed speech with new background noise. Thenovel BNC function can evaluate SE performance under specific conditions, coverpeople's tracks, and provide entertainment. The experimental results confirmedthe effectiveness of SE, MA, and BNC functions. Compared with the noisy speechsignals, the enhanced speech signals achieved about 6\% and 33\% ofimprovements, respectively, in terms of short-time objective intelligibility(STOI) and perceptual evaluation of speech quality (PESQ). With MA, the STOIand PESQ could be further improved by approximately 6\% and 11\%, respectively.Finally, the BNC experiment results indicated that the speech signals convertedfrom noisy and silent backgrounds have a close scene identification accuracyand similar embeddings in an acoustic scene classification model. Therefore,the proposed BNC can effectively convert the background noise of a speechsignal and be a data augmentation method when clean speech signals areunavailable.",Yu-Wen Chen,2020/8/21,2022/4/25
2106.02245v2,Towards offensive language detection and reduction in four Software Engineering communities,http://arxiv.org/abs/2106.02245v2,"Software Engineering (SE) communities such as Stack Overflow have becomeunwelcoming, particularly through members' use of offensive language. Researchhas shown that offensive language drives users away from active engagementwithin these platforms. This work aims to explore this issue more broadly byinvestigating the nature of offensive language in comments posted by users infour prominent SE platforms - GitHub, Gitter, Slack and Stack Overflow (SO). Itproposes an approach to detect and classify offensive language in SEcommunities by adopting natural language processing and deep learningtechniques. Further, a Conflict Reduction System (CRS), which identifiesoffence and then suggests what changes could be made to minimize offence hasbeen proposed. Beyond showing the prevalence of offensive language in over 1million comments from four different communities which ranges from 0.07% to0.43%, our results show promise in successful detection and classification ofsuch language. The CRS system has the potential to drastically reduce manualmoderation efforts to detect and reduce offence in SE communities.",Jithin Cheriyan,2021/6/4,2021/6/12
2206.13279v2,Differential invariants for SE(2)-equivariant networks,http://arxiv.org/abs/2206.13279v2,"Symmetry is present in many tasks in computer vision, where the same class ofobjects can appear transformed, e.g. rotated due to different cameraorientations, or scaled due to perspective. The knowledge of such symmetries indata coupled with equivariance of neural networks can improve theirgeneralization to new samples. Differential invariants are equivariantoperators computed from the partial derivatives of a function. In this paper weuse differential invariants to define equivariant operators that form thelayers of an equivariant neural network. Specifically, we derive invariants ofthe Special Euclidean Group SE(2), composed of rotations and translations, andapply them to construct a SE(2)-equivariant network, called SE(2) DifferentialInvariants Network (SE2DINNet). The network is subsequently tested inclassification tasks which require a degree of equivariance or invariance torotations. The results compare positively with the state-of-the-art, eventhough the proposed SE2DINNet has far less parameters than the compared models.",Mateus Sangalli,2022/6/27,2022/7/22
2306.05083v2,Revealing the Blind Spot of Sentence Encoder Evaluation by HEROS,http://arxiv.org/abs/2306.05083v2,"Existing sentence textual similarity benchmark datasets only use a singlenumber to summarize how similar the sentence encoder's decision is to humans'.However, it is unclear what kind of sentence pairs a sentence encoder (SE)would consider similar. Moreover, existing SE benchmarks mainly considersentence pairs with low lexical overlap, so it is unclear how the SEs behavewhen two sentences have high lexical overlap. We introduce a high-quality SEdiagnostic dataset, HEROS. HEROS is constructed by transforming an originalsentence into a new sentence based on certain rules to form a \textit{minimalpair}, and the minimal pair has high lexical overlaps. The rules includereplacing a word with a synonym, an antonym, a typo, a random word, andconverting the original sentence into its negation. Different rules yielddifferent subsets of HEROS. By systematically comparing the performance of over60 supervised and unsupervised SEs on HEROS, we reveal that most unsupervisedsentence encoders are insensitive to negation. We find the datasets used totrain the SE are the main determinants of what kind of sentence pairs an SEconsiders similar. We also show that even if two SEs have similar performanceon STS benchmarks, they can have very different behavior on HEROS. Our resultreveals the blind spot of traditional STS benchmarks when evaluating SEs.",Cheng-Han Chiang,2023/6/8,2023/6/13
2011.14597v1,A Survey on Deep Learning for Software Engineering,http://arxiv.org/abs/2011.14597v1,"In 2006, Geoffrey Hinton proposed the concept of training ''Deep NeuralNetworks (DNNs)'' and an improved model training method to break the bottleneckof neural network development. More recently, the introduction of AlphaGo in2016 demonstrated the powerful learning ability of deep learning and itsenormous potential. Deep learning has been increasingly used to developstate-of-the-art software engineering (SE) research tools due to its ability toboost performance for various SE tasks. There are many factors, e.g., deeplearning model selection, internal structure differences, and modeloptimization techniques, that may have an impact on the performance of DNNsapplied in SE. Few works to date focus on summarizing, classifying, andanalyzing the application of deep learning techniques in SE. To fill this gap,we performed a survey to analyse the relevant studies published since 2006. Wefirst provide an example to illustrate how deep learning techniques are used inSE. We then summarize and classify different deep learning techniques used inSE. We analyzed key optimization technologies used in these deep learningmodels, and finally describe a range of key research topics using DNNs in SE.Based on our findings, we present a set of current challenges remaining to beinvestigated and outline a proposed research road map highlighting keyopportunities for future work.",Yanming Yang,2020/11/30,2020/11/30
2211.10623v1,Do Pre-trained Language Models Indeed Understand Software Engineering Tasks?,http://arxiv.org/abs/2211.10623v1,"Artificial intelligence (AI) for software engineering (SE) tasks has recentlyachieved promising performance. In this paper, we investigate to what extentthe pre-trained language model truly understands those SE tasks such as codesearch, code summarization, etc. We conduct a comprehensive empirical study ona board set of AI for SE (AI4SE) tasks by feeding them with variant inputs: 1)with various masking rates and 2) with sufficient input subset method. Then,the trained models are evaluated on different SE tasks, including code search,code summarization, and duplicate bug report detection. Our experimentalresults show that pre-trained language models are insensitive to the giveninput, thus they achieve similar performance in these three SE tasks. We referto this phenomenon as overinterpretation, where a model confidently makes adecision without salient features, or where a model finds some irrelevantrelationships between the final decision and the dataset. Our studyinvestigates two approaches to mitigate the overinterpretation phenomenon:whole word mask strategy and ensembling. To the best of our knowledge, we arethe first to reveal this overinterpretation phenomenon to the AI4SE community,which is an important reminder for researchers to design the input for themodels and calls for necessary future work in understanding and implementingAI4SE tasks.",Yao Li,2022/11/19,2022/11/19
1909.11436v3,Software Engineering Meets Deep Learning: A Mapping Study,http://arxiv.org/abs/1909.11436v3,"Deep Learning (DL) is being used nowadays in many traditional SoftwareEngineering (SE) problems and tasks. However, since the renaissance of DLtechniques is still very recent, we lack works that summarize and condense themost recent and relevant research conducted at the intersection of DL and SE.Therefore, in this paper, we describe the first results of a mapping studycovering 81 papers about DL & SE. Our results confirm that DL is gainingmomentum among SE researchers over the years and that the top-3 researchproblems tackled by the analyzed papers are documentation, defect prediction,and testing.",Fabio Ferreira,2019/9/25,2020/12/4
2108.12411v1,Towards a Methodology for Participant Selection in Software Engineering Experiments. A Vision of the Future,http://arxiv.org/abs/2108.12411v1,"Background. Software Engineering (SE) researchers extensively performexperiments with human subjects. Well-defined samples are required to ensureexternal validity. Samples are selected \textit{purposely} or by\textit{convenience}, limiting the generalizability of results. Objective. Weaim to depict the current status of participants selection in empirical SE,identifying the main threats and how they are mitigated. We draft a robustapproach to participants' selection. Method. We reviewed existing participants'selection guidelines in SE, and performed a preliminary literature review tofind out how participants' selection is conducted in SE in practice. % and 3)we summarized the main issues identified. Results. We outline a new selectionmethodology, by 1) defining the characteristics of the desired population, 2)locating possible sources of sampling available for researchers, and 3)identifying and reducing the ""distance"" between the selected sample and itscorresponding population. Conclusion. We propose a roadmap to develop andempirically validate the selection methodology.",Valentina Lenarduzzi,2021/8/27,2021/8/27
2304.14597v3,AI Safety Subproblems for Software Engineering Researchers,http://arxiv.org/abs/2304.14597v3,"In this 4-page manuscript we discuss the problem of long-term AI Safety froma Software Engineering (SE) research viewpoint. We briefly summarize long-termAI Safety, and the challenge of avoiding harms from AI as systems meet orexceed human capabilities, including software engineering capabilities (andapproach AGI / ""HLMI""). We perform a quantified literature review suggestingthat AI Safety discussions are not common at SE venues. We make conjecturesabout how software might change with rising capabilities, and categorize""subproblems"" which fit into traditional SE areas, proposing how work onsimilar problems might improve the future of AI and SE.",David Gros,2023/4/28,2023/8/31
